id,updatefor,status,zonaloffice,company,incidentnumber,incidentdate,reportdate,contaminant,estimatedquantity,quantityrecovered,spillstopdate,typeoffacility,cause,initialcontainmentmeasures,sitelocationname,latitude,longitude,lga,estimatedspillarea,spillareahabitat,descriptionofimpact,statesaffected,attachments,formadate,formbdate,formcdate,jivdate,jivpresent,cleanupdate,cleanupcompleteddate,cleanupmethods,postcleanupinspectiondate,postimpactassessmentdate,remediationstart,remediationend,remediationtype,finalsamplingdate,finallabresultsdate,certificatedate,certificatenumber,lastupdatedby
274284,274284,confirmed,wa,SPDC,1025135,2023-04-02,2023-04-03,cr,0.30,,,pl,sab,,"20'' TRANS - ESCRAVOS PIPELINE AT UGBOEGUNGUN",5.6261111,5.1650000,Warri-South-West,,sw,"Vegetation was impacted, the spill was within the company's right of way",DE,"[{""url"":""data/attachments/t1878bd2ade9/1.jpg"",""caption"":""JIV form page 1""},{""url"":""data/attachments/t1878bd2ade9/2.jpg"",""caption"":""JIV form page 2""},{""url"":""data/attachments/t1878bd2ade9/3.jpg"",""caption"":""JIV form page 3""},{""url"":""data/attachments/274284/1025135.jpg"",""caption"":""JIV picture (incident point)""}]",,,,2023-04-05,"nosdra,dpr,mnstry,cmpny,cmmnt",2023-04-05,2023-04-19,Manual.,2023-05-01,,,,,,,,,"2023-04-16 WA003, 2023-04-20 WA003, 2023-05-15 WA003, 2023-09-25 AB008"
274318,274318,confirmed,wa,Heritage,HEOSL/2023/216,2023-04-06,2023-04-06,cr,2,,,"other:delivery line",sab,tr,"12'' AFIESERE - ERIEMU DELIVERY LINE AT GANA ERIEMU",5.5283333,6.0463889,Ughelli-North,,la,"Vegetation and soil were impacted, the spill was within the company's right of way.",DE,"[{""url"":""data/attachments/t18793c2c75b/1.jpg"",""caption"":""JIV form page 1""},{""url"":""data/attachments/t18793c2c75b/2.jpg"",""caption"":""JIV form page 2""},{""url"":""data/attachments/t18793c2c75b/3.jpg"",""caption"":""JIV form page 3""},{""url"":""data/attachments/t18793c2c75b/IMG-20230417-WA0048.jpg"",""caption"":""JIV picture (spill point)""},{""url"":""data/attachments/t18793c2c75b/IMG-20230417-WA0050.jpg"",""caption"":""JIV picture (impacted vegetation and soil)""},{""url"":""data/attachments/t18793c2c75b/IMG-20230417-WA0051.jpg"",""caption"":""JIV picture (trench)""}]",2023-04-06,,,2023-04-06,"nosdra,dpr,mnstry,cmpny,cmmnt",2023-06-21,2023-07-04,Manual.,2023-09-05,,,,,,,,,"2023-04-18 WA003, 2023-09-06 WA004, 2023-10-04 WA003, 2023-11-20 WA003"
274320,274320,confirmed,wa,Heritage,HEOSL/2023/218,2023-04-13,2023-04-13,cr,1,,,pl,eqf,other:none,"16'' UZERE - ERIEMU TRUNKLINE AT IYEDE",5.4899167,6.0950833,Isoko-North,,la,"Vegetation and soil were impacted, the spill was within the company's right of way.",DE,"[{""url"":""data/attachments/t18793cc8164/HEOSL 2023 (218)_1.jpg"",""caption"":""JIV form page 1""},{""url"":""data/attachments/t18793cc8164/2.jpg"",""caption"":""JIV form page 2""},{""url"":""data/attachments/t18793cc8164/3.jpg"",""caption"":""JIV form page 3""},{""url"":""data/attachments/t18793cc8164/IMG-20230418-WA0018.jpg"",""caption"":""JIV picture (spill point)""}]",,,,2023-04-14,"nosdra,dpr,mnstry,cmpny,cmmnt",2023-06-20,2023-07-07,Manaul.,,,,,,,,,,"2023-04-18 WA003, 2023-07-08 WA003"
274322,274322,confirmed,wa,SPDC,1044338,2023-04-11,2023-04-12,no,,,,Trunkline,sab,,"20'' TRANS - ESCRAVOS TRUNKLINE AT UGBOEGUNGUN",5.6199889,5.1691450,Warri-South-West,,sw,"An illegal 3'' pipeline with a 3'' ball valve was attached to the company's pipeline.",DE,"[{""url"":""data/attachments/t1879416b8c4/SPDC 1044338_1.jpg"",""caption"":""JIV form page 1""},{""url"":""data/attachments/t1879416b8c4/SPDC 1044338_2.jpg"",""caption"":""JIV form page 2""},{""url"":""data/attachments/t1879416b8c4/SPDC 1044338_3 - Copy.jpg"",""caption"":""JIV form page 3""},{""url"":""data/attachments/t1879416b8c4/IMG-20230418-WA0022.jpg"",""caption"":""JIV picture (incident point)""}]",,,,2023-04-17,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,"2023-04-18 WA003, 2023-09-25 AB008"
274323,,confirmed,wa,SEPLAT,SEPLAT/WA/OS/13M/2022,2022-07-05,2022-07-06,no,,,,pl,sab,,"20'' AMUKPE - ESCRAVOS",5.8317222,5.5224444,Warri-South,,sw,"An illegal 3'' riser attachment to a 4'' ball valve on the 20'' pipeline.",DE,"[{""url"":""data/attachments/t187949d1826/1.jpg"",""caption"":""JIV form page 1""},{""url"":""data/attachments/t187949d1826/2.jpg"",""caption"":""JIV form page 2""},{""url"":""data/attachments/t187949d1826/3.jpg"",""caption"":""JIV form page 3""},{""url"":""data/attachments/t187949d1826/IMG-20230418-WA0033.jpg"",""caption"":""JIV picture (incident point)""}]",,,,2023-04-14,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,"2023-04-18 WA003"
274331,274331,confirmed,wa,Platform,PPL/HSE/ROW/01/6/29/2023,2023-04-11,2023-04-11,cr,0.0047,,,pl,eqf,other:none,"6'' CRUDE OIL EXPORT LINE TO GGT AT KM 29 ROW",5.7216889,6.4132222,Ndokwa-West,,la,"The incident occurred within the company's right of way.",DE,"[{""url"":""data/attachments/274331/1.jpg"",""caption"":""JIV form page 1""},{""url"":""data/attachments/274331/2.jpg"",""caption"":""JIV form page 2""},{""url"":""data/attachments/274331/3.jpg"",""caption"":""JIV form page 3""},{""url"":""data/attachments/274331/IMG-20230419-WA0023.jpg"",""caption"":""JIV picture (spill point)""}]",,,,2023-04-13,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,"2023-04-19 WA003, 2023-05-09 WA003"
274343,,confirmed,wa,SEPLAT,SEPLAT/WA/OS/13N/2022,2022-09-05,2022-09-06,no,,,,pl,sab,,"20'' AMUKPE - ESCRAVOS PIPELINE @ KM 14 OML98",5.8411111,5.5611111,Sapele,,sw,"An illegal 4'' ball valve with 4'' riser attached to the company's pipeline.",DE,"[{""url"":""data/attachments/t1879e3657c0/SEPLAT 2023 (13N)_1.jpg"",""caption"":""JIV form page 1""},{""url"":""data/attachments/t1879e3657c0/SEPLAT 2023 (13N)_2.jpg"",""caption"":""JIV form page 2""},{""url"":""data/attachments/t1879e3657c0/SEPLAT 2023 (13N)_3 - Copy.jpg"",""caption"":""JIV form page 3""},{""url"":""data/attachments/t1879e3657c0/IMG-20230420-WA0011.jpg"",""caption"":""JIV picture (incident point)""}]",,,,2023-04-18,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,"2023-04-20 WA003"
274399,,confirmed,ph,SPDC,FID:1049345,2023-04-13,2023-04-14,no,,,2023-04-20,pl,sab,,"OLD/NEW 20"" KOLOCREEK-RUMUEKPE TL@OKOMA.",4.9721375,6.6509653,Ahoada-East,,la,"3” ball valve was installed at 12 O’clock position on the OLD 20” KOLOCREEK-RUMUEKPE PIPELINE by unknown persons.",RI,"[{""url"":""data/attachments/t187b30b9cd5/Okoma Point 1 JIV Form..pdf"",""caption"":""JIV FORM""},{""url"":""data/attachments/t187b30b9cd5/Okoma Point 1 Photos..pdf"",""caption"":""JIV PHOTOS""}]",,,,2023-04-20,"cmmnt,cmpny,dpr,mltry,nosdra,mnstry,plc",,,,,,,,,,,,,"2023-04-24 PH140"
274400,,confirmed,ph,SPDC,FID:1049361,2023-04-13,2023-04-14,no,,,2023-04-20,pl,sab,,"OLD/NEW 20"" KOLOCREEK-RUMUEKPE TL@OKOMA.",4.9720725,6.6509594,Ahoada-East,,la,"3” blind flange was installed at 12 O’clock position on the NEW 20” KOLOCREEK-RUMUEKPE PIPELINE by unknown persons.",RI,"[{""url"":""data/attachments/t187b3219274/Okoma Point 2 JIV Form.pdf"",""caption"":""JIV FORM""},{""url"":""data/attachments/t187b3219274/Okoma Point 2 JIV Photos..pdf"",""caption"":""JIV PHOTOS""}]",,,,2023-04-20,"cmmnt,cmpny,dpr,mltry,mnstry,nosdra,plc",,,,,,,,,,,,,"2023-04-24 PH140"
274401,,confirmed,ph,SPDC,FID:1049375,2023-04-13,2023-04-14,no,,,2023-04-20,pl,sab,,"2” ball valve was installed OLD/NEW 20” KOLOCREEK-RUMUEKPE TL@OKOMA.",4.9727883,6.6570050,Ahoada-East,,la,"2” ball valve was installed at 12 O’clock position on the OLD 20” KOLOCREEK-RUMUEKPE PIPELINE by unknown persons.",RI,"[{""url"":""data/attachments/t187b33415a0/Okoma Point 3 JIV FORM.pdf"",""caption"":""JIV FORM""},{""url"":""data/attachments/t187b33415a0/Point 3 Okoma JIV Photos..pdf"",""caption"":""JIV PHOTOS""}]",,,,2023-04-20,"cmmnt,cmpny,dpr,mltry,mnstry,nosdra,plc",,,,,,,,,,,,,"2023-04-24 PH140"
274402,,confirmed,ph,SPDC,FID:1051529,2023-04-15,2023-04-16,no,,,2023-04-20,pl,sab,,"OLD/NEW 20"" KOLOCREEK-RUMUEKPE TL@OKOMA.",4.9727533,6.6571303,Ahoada-East,,la,"2” blind weld-neck flange was installed at 12 O’clock position on the NEW 20” KOLOCREEK-RUMUEKPE PIPELINE by unknown persons.",RI,"[{""url"":""data/attachments/t187b3435a90/Okoma JIV Point 4 Photos.pdf"",""caption"":""JIV PHOTOS""},{""url"":""data/attachments/t187b3435a90/Okoma JIV Point 4.pdf"",""caption"":""JIV FORM""}]",,,,2023-04-20,"cmmnt,cmpny,dpr,mltry,mnstry,nosdra",,,,,,,,,,,,,"2023-04-24 PH140"
274420,274420,invalid,ph,SPDC,FID:1049385,2023-04-13,2023-04-14,no,,,2023-04-21,pl,sab,,"OLD/NEW 2O"" KOLOCREEK TO RUMUEKPE TL@IHEOWO.",4.9750183,6.6635786,Ahoada-East,,la,"3” ball valve was installed at 12 O’clock position on the NEW 20” KOLOCREEK-RUMUEKPE PIPELINE by unknown persons.",RI,"[{""url"":"""",""caption"":""JIV FORM""}]",,,,2023-04-21,"cmmnt,cmpny,dpr,mltry,mnstry,nosdra,plc",,,,,,,,,,,,,"2023-04-25 PH140, 2024-04-03 PH002"
274421,274421,confirmed,ph,SPDC,FID:1049385,2023-04-13,2023-04-14,no,,,2023-04-21,pl,sab,,"OLD/NEW 2O"" KOLOCREEK TO RUMUEKPE TL@IHEOWO.",4.9750183,6.6635786,Ahoada-East,,la,"3” ball valve was installed at 12 O’clock position on the NEW 20” KOLOCREEK-RUMUEKPE PIPELINE by unknown persons.",RI,"[{""url"":""data/attachments/274421/Iheowo JIV form Point 1.pdf"",""caption"":""JIV FORM""},{""url"":""data/attachments/274421/Iheowo Point 1 JIV PHOTOS..pdf"",""caption"":""JIV PHOTOS""}]",,,,2023-04-21,"cmmnt,cmpny,dpr,mltry,mnstry,nosdra,plc",,,,,,,,,,,,,"2023-04-25 PH140"
274422,274422,confirmed,wa,Heritage,HEOSL/2023/219,2023-04-24,2023-04-24,ga,,,,wh,other:explosion,,"AFIESERE WELL 36 @ UFUOMA",5.5484167,6.0256806,Ughelli-North,,la,,DE,"[{""url"":""data/attachments/274422/1.jpg"",""caption"":""JIV form page 1""},{""url"":""data/attachments/274422/2.jpg"",""caption"":""JIV form page 2""},{""url"":""data/attachments/274422/3.jpg"",""caption"":""JIV form page 3""},{""url"":""data/attachments/274422/IMG-20230426-WA0041.jpg"",""caption"":""JIV picture (spill point)""}]",2023-04-25,,,2023-04-25,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,"2023-04-25 WA003, 2023-04-26 WA003, 2023-05-09 WA003, 2023-11-20 WA003"
274429,274429,confirmed,ph,SPDC,FID:1061306,2023-04-21,2023-04-21,no,,,2023-04-21,pl,sab,,"OLD/NEW 20"" KOLOCREEK-RUMUEKPE TL@IHEOWO.",4.9750483,6.6635194,Ahoada-East,,la,"2” ball valve was installed at 12 O’clock position on the OLD 20” KOLOCREEK-RUMUEKPE PIPELINE by unknown persons.",RI,"[{""url"":""data/attachments/274429/IHEOWO 2 JIV Photos.pdf"",""caption"":""JIV Photos""},{""url"":""data/attachments/274429/IHEOWO JIV FORM Point 2.pdf"",""caption"":""JIV Form""}]",,,,2023-04-21,"cmmnt,cmpny,dpr,mltry,mnstry,nosdra,plc",,,,,,,,,,,,,"2023-04-25 PH140, 2023-04-26 PH140"
274440,,confirmed,wa,SPDC,1012713,2023-03-29,2023-03-30,cr,17,16.82,,fl,sab,bm,"6'' YOKRI WELL 152 FLOWLINE",5.4522361,5.2404194,Burutu,,ss,"Vegetation, surface water and soil were impacted, the spill was within the company's right of way.",DE,"[{""url"":""data/attachments/t187bd79acba/1.jpg"",""caption"":""JIV form page 1""},{""url"":""data/attachments/t187bd79acba/2.jpg"",""caption"":""JIV form page 2""},{""url"":""data/attachments/t187bd79acba/3.jpg"",""caption"":""JIV form page 3""},{""url"":""data/attachments/t187bd79acba/IMG-20230426-WA0035.jpg"",""caption"":""JIV picture (spill point)""},{""url"":""data/attachments/t187bd79acba/IMG-20230426-WA0036.jpg"",""caption"":""JIV picture (impacted surface water, soil and vegetation)""}]",,,,2023-03-30,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,"2023-04-26 WA003"
274224,274224,confirmed,ph,SPDC,950207,2023-02-28,2023-02-28,no,,,,pl,sab,,"36'' Assa-Rumuekpe Pipeline at Ibaa Community Emuoha Logal Government, Rivers State.",4.95392,6.82228,Emuoha,,la,"No visible sign of oil spill impact.",RI,"[{""url"":""data/attachments/t187660d8e19/CamScanner 04-04-2023 15.13.pdf"",""caption"":""JIV FORM""},{""url"":""data/attachments/t187660d8e19/GPSLite09032023_160341(1).jpg"",""caption"":""JIV PICTURE""}]",,,,2023-03-09,"cmmnt,cmpny,mltry,plc,mnstry,nosdra",,,,,,,,,,,,,"2023-04-28 PH002, 2023-06-15 AB008, 2023-09-07 AB018, 2023-10-04 AB017, 2024-06-06 AB017"
276062,276062,confirmed,ph,SPDC,1046179,2023-04-12,,no,,,,pl,sab,,"20"" Rumuekpe Nkpoku pipeline at Ibaa community",4.9541461,6.8184277,Emuoha,,la,"No visible impact.",RI,"[{""url"":""data/attachments/t187cd9cd746/1046179.pdf"",""caption"":""JIV form""},{""url"":""data/attachments/t187cd9cd746/20230427_141137.jpg"",""caption"":""JIV picture""},{""url"":""data/attachments/t187cd9cd746/20230427_143451.jpg"",""caption"":""JIV picture""},{""url"":""data/attachments/t187cd9cd746/20230427_142426.jpg"",""caption"":""JIV picture""}]",,,,2023-04-27,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,"2023-04-29 PH067, 2024-04-22 AB017, 2024-06-06 AB017"
276065,276065,confirmed,ph,SPDC,1046187,2023-04-12,,no,,,,pl,sab,,"36"" Rumuekpe Nkpoku pipeline at Ibaa Community",4.9541171,6.8148973,Emuoha,,,"No impact",RI,"[{""url"":""data/attachments/t187cdb0e93d/1046187.pdf"",""caption"":""JIV form""},{""url"":""data/attachments/t187cdb0e93d/20230427_154140.jpg"",""caption"":""JIV picture Point A""},{""url"":""data/attachments/t187cdb0e93d/20230427_160723.jpg"",""caption"":""JIv picture A""},{""url"":""data/attachments/t187cdb0e93d/20230427_160848.jpg"",""caption"":""JIV picture A""},{""url"":""data/attachments/t187cdb0e93d/20230427_162228.jpg"",""caption"":""JIV picture B""},{""url"":""data/attachments/t187cdb0e93d/20230427_164240.jpg"",""caption"":""JIV picture B""}]",2023-04-18,2023-04-27,2023-05-18,2023-04-27,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,"2023-04-29 PH067, 2024-04-23 AB017, 2025-09-18 PH117, 2025-10-21 PH140, 2025-10-22 PH140, 2026-06-30 AB017"
277302,277302,confirmed,ph,SPDC,1046065,2023-04-12,,no,,,,pl,sab,,"36"" Rumuekpe Nkpoku P/L @ Ibaa commuinty",4.9529983,6.8497253,Ikwere,,,"No impact",RI,"[{""url"":""data/attachments/t187db1cd218/1046065.pdf"",""caption"":""JIV FORM""},{""url"":""data/attachments/t187db1cd218/20230428_125919.jpg"",""caption"":""JIV picture""},{""url"":""data/attachments/t187db1cd218/20230428_135048.jpg"",""caption"":""JIV picture""},{""url"":""data/attachments/t187db1cd218/20230428_135258.jpg"",""caption"":""JIV picture""}]",,,,2023-04-28,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,"2023-05-02 PH067, 2024-04-23 AB017, 2026-06-30 AB017"
277304,277304,confirmed,ph,NAOC,2023/LAR/141,2023-04-30,2023-04-30,cr,4,,2023-04-30,pl,sab,,"18'' EOC-OGODA PIPEPLINE AT EGBEE COMMUNITY AWELGA, RIVERS STATE",5.1321667,6.5737778,Ahoada-West,0.00014971,la,"THE SPILLED OIL IS CHANNELED INTO DITCHES BESIDE THE RIGHT OF WAY.",RI,"[{""url"":""data/attachments/277304/Egbee JIV 30th April 2023.pdf"",""caption"":""JIV FORM""},{""url"":""data/attachments/277304/IMG_20230430_151035_418.jpg"",""caption"":""JIV PIX""},{""url"":""data/attachments/277304/IMG_20230430_134227_872.jpg"",""caption"":""JIV PIX""},{""url"":""data/attachments/277304/IMG_20230430_134028_306.jpg"",""caption"":""JIV PIX""},{""url"":""data/attachments/277304/IMG_20230430_141049_644.jpg"",""caption"":""JIV PIX""}]",,,,2023-04-30,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,"2023-05-02 PH021, 2023-05-03 PH021"
277305,277305,confirmed,ph,SPDC,1046027,2023-04-12,,no,,,,pl,sab,,"36"" Rumuekpe Nkpoku P/L @ Ibaa community",4.9533216,6.8417124,Emuoha,,,"No impact",RI,"[{""url"":""data/attachments/t187db26985c/1046027.pdf"",""caption"":""JIV FORM""},{""url"":""data/attachments/t187db26985c/20230428_141821.jpg"",""caption"":""JIV picture""},{""url"":""data/attachments/t187db26985c/20230428_150431.jpg"",""caption"":""JIV picture""},{""url"":""data/attachments/t187db26985c/20230428_151428.jpg"",""caption"":""JIV picture""}]",2023-04-18,2023-04-27,2023-05-18,2023-04-28,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,"2023-05-02 PH067, 2024-04-23 AB017, 2025-09-25 PH117, 2025-10-21 PH140, 2025-10-22 PH140, 2026-06-30 AB017"
277306,277306,confirmed,ph,SPDC,1046158,2023-04-12,,no,,,,pl,sab,,"36"" Rumuekpe Nkpoku P/L @ Ibaa community",4.9537732,6.8268653,Emuoha,,,"No impact (Non leaking point)",RI,"[{""url"":""data/attachments/t187db2c9acc/1046158.pdf"",""caption"":""JIV FORM""},{""url"":""data/attachments/t187db2c9acc/20230428_160236.jpg"",""caption"":""JIV picture""},{""url"":""data/attachments/t187db2c9acc/20230428_161855.jpg"",""caption"":""JIV picture""}]",,,,2023-04-28,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,"2023-05-02 PH067, 2024-04-22 AB017, 2026-06-30 AB017"
277308,277308,confirmed,ph,SPDC,1073651,2023-04-27,2023-05-27,,,,,pl,sab,,"20"" Rumuekpe Nkpoku pipeline @ Ibaa community",4.9549283,6.7951984,Emuoha,,,"No impact (Non leaking point)",RI,"[{""url"":""data/attachments/t187db32568e/1073651.pdf"",""caption"":""JIV FORM""},{""url"":""data/attachments/t187db32568e/20230428_165937.jpg"",""caption"":""JIV picture""},{""url"":""data/attachments/t187db32568e/04_28_2023_05_14_37_PM.jpg"",""caption"":""JIV picture""}]",,,,2023-04-28,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,"2023-05-02 PH067, 2024-04-23 AB017"
279487,279487,confirmed,wa,NAOC,2023/LAR/009/010,2023-01-06,2023-01-06,no,0,0,,pl,sab,,"10'' KWALE - AKRI CRUDE OIL DELIVERY LINE AT ASEMOKU.",5.6476083,6.5827944,Ndokwa-East,,ss,"An illegal 4'' valve with riser of 3'' pipe was attached to the company's pipeline at 12 O' clock position.",DE,"[{""url"":""data/attachments/t187dc7a60d4/1.jpg"",""caption"":""JIV form page 1""},{""url"":""data/attachments/t187dc7a60d4/2.jpg"",""caption"":""JIV form page 2""},{""url"":""data/attachments/t187dc7a60d4/3.jpg"",""caption"":""JIV form page 3""},{""url"":""data/attachments/t187dc7a60d4/IMG-20230502-WA0022.jpg"",""caption"":""JIV picture (incident point)""}]",,,,2023-04-28,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,"2023-05-02 WA003, 2023-09-07 AB018"
279489,279489,confirmed,wa,Heritage,HEOSL/2023/220,2023-04-26,2023-04-26,cr,65,,,pl,sab,other:none,"28'' TRANS FORCADOS PIPELINE AT UGBOKODO - OKPE",5.5757733,5.6560850,Warri-South,,sw,"Vegetation, surface water, fishing net and soil were impacted, the spill was within and outside the company's right of way",DE,"[{""url"":""data/attachments/t187dc9236bc/HEOSL 2023 04 26 (220)_1.jpg"",""caption"":""JIV form page 1""},{""url"":""data/attachments/t187dc9236bc/HEOSL 2023 04 26 (220)_2.jpg"",""caption"":""JIV form page 2""},{""url"":""data/attachments/t187dc9236bc/HEOSL 2023 04 26 (220)_3 - Copy.jpg"",""caption"":""JIV form page 3""},{""url"":""data/attachments/t187dc9236bc/SP 1.jpg"",""caption"":""JIV picture (spill point)""},{""url"":""data/attachments/t187dc9236bc/SP 2.jpg"",""caption"":""JIV picture (illegal attachment)""},{""url"":""data/attachments/t187dc9236bc/TimePhoto_20230430_170152.jpg"",""caption"":""JIV picture (impacted vegetation and surface water)""}]",2023-04-27,,,2023-04-27,"nosdra,dpr,mnstry,cmpny,cmmnt",2023-05-01,2023-05-10,Manual.,2023-06-15,,,,,,,,,"2023-05-02 WA003, 2023-06-19 WA004, 2023-06-23 WA003, 2023-11-20 WA003"
279494,279494,confirmed,wa,SPDC,855983,2023-01-21,2023-01-21,cr,1845,1540,,wh,sab,bm,"ESCRAVOS WELL 5 WELLHEAD AT OGIDIGBEN",5.5281111,5.2035056,Warri-South-West,,sw,"After effect of well 5 attack by militant in 2016. Fish pond, vegetation, surface water, soil, palm tree, rafia palm were impacted, the spill was within and outside the company's right of way.",DE,"[{""url"":""data/attachments/t187dcdbc27e/1.jpg"",""caption"":""JIV form page 1""},{""url"":""data/attachments/t187dcdbc27e/2.jpg"",""caption"":""JIV form page 2""},{""url"":""data/attachments/t187dcdbc27e/3.jpg"",""caption"":""JIV form page 3""},{""url"":""data/attachments/279494/DSC_0771.JPG"",""caption"":""JIV picture (spill point - faulty well)""},{""url"":""data/attachments/279494/DSC_0773.JPG"",""caption"":""JIV picture (impacted soil)""},{""url"":""data/attachments/279494/DSC_0912.JPG"",""caption"":""JIV picture (temporary storage)""},{""url"":""data/attachments/279494/DSC_0888.JPG"",""caption"":""JIV picture (damaged section of the wellhead)""}]",2023-04-24,,,2023-01-24,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,"2023-05-02 WA003, 2023-05-10 WA003, 2023-06-13 AB008, 2026-07-01 WA006"
279509,,confirmed,wa,CHEVRON,NOSDRA/038/2020,2020-10-12,2020-10-12,cr,0.03,,,fs,ome,bm,"ABITEYE FLOW STATION SLIPWAY @ ABITEYE",5.6701472,5.2764167,Warri-South-West,,sw,"The spill was within the company's right of way.",DE,"[{""url"":""data/attachments/t187e1a1384c/1.jpg"",""caption"":""JIV form page 1""},{""url"":""data/attachments/t187e1a1384c/2.jpg"",""caption"":""JIV form page 2""},{""url"":""data/attachments/t187e1a1384c/3.jpg"",""caption"":""JIV form page 3""}]",,,,2020-10-12,"nosdra,mnstry,cmpny,cmmnt",2020-11-06,2020-11-15,Manual,2023-04-19,,,,,,,,,"2023-05-03 WA003"
279511,,confirmed,wa,NPDC,NEPL/HSE/SAP/49/002/23,2023-04-17,2023-04-17,cr,8,,,fl,sab,bm,"6'' OGHAREKI - SAPELE FLOWLINE",5.9143892,5.5932664,Sapele,,sw,"Vegetation, surface water and soil were impacted, the spill was within and outside the company's right of way.",DE,"[{""url"":""data/attachments/t187e1dd1b00/1.jpg"",""caption"":""JIV form page 1""},{""url"":""data/attachments/t187e1dd1b00/2.jpg"",""caption"":""JIV form page 2""},{""url"":""data/attachments/t187e1dd1b00/3.jpg"",""caption"":""JIV form page 3""},{""url"":""data/attachments/t187e1dd1b00/IMG-20230503-WA0027.jpg"",""caption"":""JIV picture (spill point)""}]",,,,2023-04-22,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,"2023-05-03 WA003"
279512,,confirmed,wa,NPDC,NEPL/HSE/SAP/49/001/23,2023-04-17,2023-04-17,cr,2,,,fl,sab,"bm,sb","4'' OGHAREKI - SAPELE FLOWLINE.",5.9137375,5.5930928,Sapele,,sw,"Vegetation, surface water and soil were impacted, the spill was within and outside the company's right of way.",DE,"[{""url"":""data/attachments/t187e1e62869/1.jpg"",""caption"":""JIV form page 1""},{""url"":""data/attachments/t187e1e62869/2.jpg"",""caption"":""JIV form page 2""},{""url"":""data/attachments/t187e1e62869/3.jpg"",""caption"":""JIV form page 3""},{""url"":""data/attachments/t187e1e62869/IMG-20230503-WA0031.jpg"",""caption"":""JIV picture (spill point)""}]",,,,2023-04-20,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,"2023-05-03 WA003"
279544,279544,confirmed,uy,UERL,,2022-09-21,2022-09-21,cr,5,,,pl,sab,,"Itak Idim Ukpa Community, Ibeno LGA Akwa Ibom State",4.5466389,8.1644167,Ibeno,,ns,,AK,"[{""url"":""data/attachments/t188002fa4c7/JIV UERL.pdf"",""caption"":""JIV Form""},{""url"":""data/attachments/t188002fa4c7/UERL - Stubb Creek Oil spill FORM A.pdf"",""caption"":""FORM A""},{""url"":""data/attachments/t188002fa4c7/UERL PIPELINE VANDALISM JIV PHOTOS.pdf"",""caption"":""Photographs of JIV""},{""url"":""data/attachments/279544/VID_20220926_124456.mp4"",""caption"":""Video""}]",2022-09-21,,,2022-09-26,"nosdra,dpr,mnstry,cmpny,cmmnt,oth",2022-10-11,,,2022-11-22,,,,,,,,,"2023-05-09 UY006"
279539,279539,confirmed,uy,UERL,,2013-08-16,2013-08-19,cr,3,,,tf,eqf,bw,"Subb Creek Production Facility, Uyenge Village, Mbo LGA",4.7986111,8.2666667,Oron,,,,AK,"[{""url"":""data/attachments/t18800042545/JIV Form to Stubb Creek August 19, 2013.pdf"",""caption"":""JIV Form""},{""url"":""data/attachments/t18800042545/Photographs of JOINT INVESTIGATION VISIT.pdf"",""caption"":""Photographs of JIV""}]",2013-08-19,2013-09-09,2013-10-28,2013-08-19,"nosdra,cmpny,cmmnt",2013-09-13,2013-10-28,,2013-10-28,,,,,2013-10-28,,,,"2023-05-09 UY006"
279570,279570,confirmed,wa,POOCN,PESO/OOGP/0507/001,2023-05-07,2023-05-08,ga,,,,pl,sab,,"PAN OCEAN 10'' GAS EXPORT  LINE @ OVADE OGHAREFE",6.0445889,5.7110000,Ethiope-West,,la,"Hacksaw cut was sighted on the company's pipeline",DE,"[{""url"":""data/attachments/t1880584e806/1.jpg"",""caption"":""JIV form page 1""},{""url"":""data/attachments/t1880584e806/2.jpg"",""caption"":""JIV form page 2""},{""url"":""data/attachments/t1880584e806/3.jpg"",""caption"":""JIV form page 3""},{""url"":""data/attachments/t1880584e806/IMG-20230510-WA0011.jpg"",""caption"":""JIV picture (incident point)""}]",,,,2023-05-09,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,"2023-05-10 WA003"
