status,company,contaminant,cause,sitelocationname,spillareahabitat,statesaffected,incident_year,incident_month
0,70,17,0,8780,16,33,2017.0,5.0
0,4,17,0,10171,44,43,2022.0,8.0
0,30,17,1,10590,16,1,2007.0,5.0
0,30,17,1,7897,32,1,2008.0,11.0
0,30,24,3,7444,32,1,2024.0,9.0
0,34,14,11,9663,57,33,2017.0,11.0
0,66,17,11,4633,16,33,2024.0,9.0
0,66,17,11,8575,16,8,2007.0,4.0
3,34,95,11,2980,44,5,2015.0,1.0
0,34,17,11,8247,16,33,2012.0,1.0
0,34,17,11,1384,16,33,2023.0,2.0
0,34,88,1,7670,16,33,2010.0,8.0
0,34,17,11,777,44,5,2015.0,11.0
0,45,17,11,5140,44,8,2023.0,4.0
0,16,17,11,6783,44,33,2016.0,9.0
0,34,17,11,5403,44,5,2024.0,3.0
0,34,17,11,2097,44,5,2011.0,11.0
0,7,17,11,1587,44,8,2009.0,3.0
0,30,17,1,10857,32,1,2013.0,12.0
0,30,95,0,7394,57,1,2016.0,8.0
0,34,17,11,5142,16,8,2016.0,5.0
0,52,17,11,1746,44,5,2025.0,2.0
0,34,17,11,2245,44,5,2009.0,2.0
0,30,24,12,10942,32,1,2010.0,1.0
0,34,17,1,7720,57,33,2016.0,9.0
0,30,17,1,11147,32,1,2010.0,8.0
0,34,17,11,4888,16,33,2012.0,1.0
0,34,17,11,10600,16,43,2005.0,7.0
0,66,17,11,4916,57,33,2014.0,4.0
0,7,17,11,10133,44,8,2016.0,6.0
0,16,17,12,9324,13,33,2021.0,2.0
0,45,17,3,5192,16,8,2016.0,1.0
0,30,66,1,7402,32,1,2015.0,3.0
0,66,17,11,1730,16,8,2012.0,9.0
0,19,88,13,8274,16,27,2017.0,7.0
0,34,17,11,2680,23,33,2019.0,7.0
0,66,17,11,5106,16,0,2020.0,8.0
0,34,17,11,5569,44,5,2020.0,3.0
0,34,17,11,747,44,43,2014.0,8.0
0,58,70,2,7990,6,24,2024.0,1.0
0,30,24,12,11313,32,1,2011.0,9.0
0,66,17,11,4125,44,8,2022.0,10.0
0,66,21,11,3969,44,33,2023.0,8.0
0,34,17,11,2197,44,5,2023.0,9.0
0,66,17,11,3584,16,33,2010.0,12.0
3,34,14,0,8850,16,33,2014.0,3.0
0,34,17,11,1391,16,19,2019.0,8.0
0,45,17,11,5685,16,10,2014.0,7.0
0,34,17,11,10415,16,5,2012.0,7.0
0,7,17,0,8362,32,43,2007.0,1.0
0,7,17,11,1586,44,8,2008.0,7.0
0,58,14,11,8046,16,13,2010.0,12.0
2,34,17,11,2884,44,5,2016.0,9.0
0,34,20,11,10488,16,5,2013.0,7.0
0,66,17,11,1655,16,19,2018.0,5.0
0,34,17,11,5662,44,5,2015.0,6.0
0,66,17,11,6191,16,33,2010.0,9.0
3,34,17,11,2903,44,5,2014.0,9.0
0,30,2,1,9853,32,1,2009.0,11.0
0,66,17,11,1267,16,33,2014.0,6.0
0,66,17,11,4664,44,33,2014.0,1.0
0,34,17,11,5655,57,5,2020.0,2.0
0,13,24,12,7491,32,43,2008.0,1.0
0,34,17,11,4893,16,33,2011.0,12.0
0,34,17,11,2954,44,5,2021.0,11.0
0,34,17,11,2212,44,5,2012.0,5.0
0,36,95,11,732,36,8,2019.0,10.0
3,58,88,11,8157,16,23,2013.0,8.0
0,58,17,11,8031,16,13,2011.0,6.0
0,66,17,0,4323,57,33,2022.0,8.0
0,66,17,11,3281,36,43,2018.0,11.0
0,34,17,11,5580,44,5,2022.0,9.0
0,66,17,11,1073,16,43,2019.0,5.0
2,45,95,11,7873,16,0,2023.0,5.0
0,34,17,11,1209,44,5,2021.0,7.0
0,34,17,11,2268,44,5,2011.0,5.0
2,34,17,11,5037,16,43,2015.0,5.0
0,66,17,11,5905,16,33,2021.0,1.0
0,34,17,11,3090,44,5,2024.0,7.0
0,30,17,3,8742,32,1,2012.0,3.0
0,34,17,11,4977,36,8,2016.0,12.0
0,30,17,1,8435,32,1,2013.0,8.0
0,66,17,11,8120,16,5,2013.0,5.0
0,34,17,11,5580,44,5,2023.0,2.0
0,7,17,3,9732,32,43,2007.0,4.0
0,58,88,12,8055,16,43,2013.0,4.0
0,34,17,11,7307,16,43,2017.0,6.0
0,34,17,11,2197,44,5,2023.0,1.0
0,30,24,13,33,32,1,2008.0,7.0
2,34,17,11,10601,36,5,2015.0,7.0
0,66,17,3,6193,16,33,2020.0,9.0
0,66,17,11,4730,16,33,2023.0,5.0
0,34,17,1,10680,16,33,2013.0,4.0
0,34,17,11,8925,57,43,2017.0,3.0
0,7,17,2,6975,44,8,2011.0,10.0
0,66,17,11,5847,44,33,2013.0,10.0
0,34,17,11,1990,44,5,2024.0,9.0
0,66,17,11,6792,44,33,2011.0,6.0
0,7,17,3,6940,32,43,2010.0,5.0
0,34,17,11,2049,44,5,2012.0,6.0
0,30,17,12,7488,32,1,2009.0,9.0
0,57,14,11,9228,16,10,2008.0,4.0
0,30,24,1,7848,32,1,2010.0,8.0
3,34,17,0,9677,16,33,2020.0,3.0
0,70,95,11,11231,16,33,2015.0,3.0
0,66,17,11,6142,16,33,2013.0,9.0
0,45,17,11,8670,16,8,2018.0,6.0
0,34,17,1,2877,44,5,2017.0,10.0
0,34,1,11,8166,44,8,2007.0,2.0
0,66,17,1,4878,16,5,2009.0,4.0
0,66,17,11,4515,44,33,2018.0,1.0
0,63,17,1,10200,44,8,2014.0,12.0
0,66,17,11,4123,44,8,2017.0,2.0
0,34,17,11,1165,44,5,2015.0,4.0
0,66,17,11,5859,16,0,2010.0,2.0
0,17,17,11,5295,44,8,2018.0,5.0
3,34,17,1,7717,44,33,2022.0,8.0
0,34,17,11,482,44,5,2018.0,3.0
3,66,17,11,4326,16,43,2014.0,7.0
0,66,17,1,8701,44,5,2007.0,11.0
0,30,17,1,9984,16,1,2007.0,1.0
0,34,17,11,8147,36,8,2015.0,2.0
0,34,17,11,1919,16,33,2010.0,5.0
0,34,14,11,9394,44,43,2016.0,9.0
0,34,17,11,2055,44,5,2012.0,4.0
0,66,17,2,7283,16,5,2016.0,3.0
0,34,17,11,8240,16,33,2008.0,3.0
0,30,17,12,10042,16,1,2008.0,1.0
0,66,17,11,1475,23,33,2020.0,2.0
0,34,17,11,2062,44,5,2013.0,12.0
0,34,17,11,1521,44,43,2014.0,9.0
0,66,31,2,6636,16,33,2017.0,3.0
0,34,17,11,764,16,33,2023.0,7.0
0,34,17,11,7200,16,33,2019.0,12.0
0,66,17,11,9049,16,33,2019.0,5.0
0,34,14,11,8933,16,33,2017.0,8.0
0,66,17,11,7864,16,0,2020.0,8.0
0,45,17,11,924,16,8,2013.0,6.0
0,34,17,11,3738,16,33,2011.0,11.0
0,34,17,11,3659,16,33,2021.0,4.0
0,58,17,11,3910,16,43,2012.0,5.0
0,58,88,11,9155,16,8,2013.0,5.0
0,34,17,11,7100,16,33,2011.0,8.0
3,34,17,11,2398,44,5,2014.0,4.0
0,34,14,0,8851,36,33,2015.0,8.0
0,58,17,11,7219,16,8,2014.0,12.0
0,30,24,3,3431,32,1,2009.0,9.0
0,30,24,3,7889,32,1,2021.0,6.0
3,34,17,11,2830,44,5,2014.0,5.0
0,34,14,11,9612,16,33,2017.0,11.0
0,34,14,11,9629,36,43,2022.0,12.0
0,66,17,11,6919,6,5,2015.0,8.0
0,34,17,11,490,44,5,2013.0,9.0
0,34,17,11,2485,16,33,2022.0,7.0
0,12,17,11,5629,44,10,2021.0,6.0
0,66,17,11,4144,44,8,2008.0,3.0
0,34,17,11,2947,44,5,2021.0,9.0
0,23,17,11,6064,16,8,2019.0,7.0
0,45,17,11,1556,16,8,2014.0,5.0
0,66,17,11,8105,16,8,2009.0,7.0
0,30,17,3,7386,32,1,2011.0,7.0
0,66,17,11,3512,44,33,2010.0,3.0
0,66,17,11,1706,44,5,2014.0,9.0
0,34,17,11,5675,44,5,2024.0,9.0
0,34,17,1,4072,44,5,2021.0,3.0
0,52,17,11,1937,16,33,2024.0,9.0
0,66,1,11,2032,44,33,2014.0,6.0
0,34,17,11,3449,44,5,2016.0,1.0
0,7,17,0,5330,44,8,2026.0,5.0
0,66,17,11,3365,44,5,2017.0,6.0
0,30,24,1,11185,32,1,2008.0,3.0
0,34,17,11,1752,16,33,2023.0,3.0
0,66,17,11,7758,16,0,2018.0,4.0
0,66,17,11,6735,44,33,2012.0,7.0
0,34,17,11,7022,16,33,2018.0,11.0
2,34,17,11,4074,44,5,2018.0,8.0
0,66,17,11,3462,44,33,2011.0,5.0
0,34,17,11,5153,6,33,2024.0,5.0
0,66,17,11,3533,44,33,2008.0,11.0
0,34,17,11,2732,44,5,2023.0,2.0
0,34,17,11,11264,44,33,2018.0,9.0
0,66,17,11,1089,16,0,2020.0,6.0
0,34,17,11,7126,16,33,2019.0,12.0
0,66,17,11,7745,16,0,2012.0,11.0
0,34,17,11,3778,36,33,2018.0,5.0
2,66,17,11,5041,16,33,2023.0,6.0
2,66,17,11,3151,36,33,2018.0,4.0
0,66,95,11,3472,44,8,2008.0,2.0
0,12,17,11,10553,16,8,2018.0,3.0
0,30,17,2,10342,16,1,2006.0,11.0
0,66,17,11,886,16,33,2012.0,5.0
0,34,17,11,3080,44,5,2016.0,1.0
0,34,17,11,3620,44,5,2012.0,1.0
0,30,17,1,7456,32,1,2007.0,2.0
0,30,17,3,6588,32,1,2009.0,4.0
0,7,17,3,11247,57,43,2014.0,6.0
0,7,17,1,8746,32,43,2019.0,8.0
0,66,17,11,5889,16,33,2013.0,4.0
0,66,17,11,5341,16,0,2020.0,4.0
0,7,17,11,8313,44,8,2012.0,12.0
0,34,17,11,429,16,33,2009.0,5.0
0,66,17,11,1547,44,5,2007.0,7.0
0,34,17,11,2079,44,5,2013.0,8.0
0,60,17,11,5846,44,8,2025.0,6.0
0,34,17,11,1951,16,33,2023.0,6.0
0,34,14,11,5735,16,5,2020.0,2.0
0,34,17,11,2308,44,5,2012.0,10.0
0,34,14,11,9673,16,33,2017.0,11.0
0,66,1,11,4147,44,8,2007.0,9.0
0,7,17,1,9223,44,8,2026.0,7.0
0,7,17,2,7527,32,43,2011.0,3.0
0,34,17,11,5881,44,5,2010.0,2.0
0,30,28,2,6678,32,1,2014.0,10.0
0,52,17,11,3097,44,5,2025.0,6.0
0,34,17,11,2954,44,5,2021.0,3.0
0,34,17,11,171,44,5,2010.0,4.0
0,58,17,11,1701,16,10,2015.0,10.0
0,34,17,11,463,44,5,2018.0,3.0
0,66,17,11,6728,44,33,2013.0,3.0
0,52,17,11,4106,36,33,2024.0,11.0
0,30,17,11,7828,32,1,2019.0,11.0
0,66,17,11,1782,16,19,2020.0,7.0
0,66,17,11,4418,44,33,2019.0,1.0
0,34,17,11,474,44,5,2018.0,2.0
0,34,17,11,597,16,8,2010.0,10.0
0,66,17,0,9302,6,5,2012.0,1.0
0,34,17,0,1450,44,5,2020.0,8.0
0,66,17,11,10265,16,43,2014.0,6.0
0,66,17,2,8567,16,33,2010.0,11.0
0,34,17,11,7697,16,5,2019.0,11.0
0,66,17,1,9189,16,5,2009.0,7.0
0,34,17,11,1335,16,33,2023.0,5.0
0,52,17,11,4011,16,33,2024.0,11.0
0,12,17,1,5610,16,10,2024.0,3.0
0,34,17,11,7145,16,33,2013.0,5.0
0,34,17,11,2212,44,5,2011.0,1.0
0,58,17,11,9199,16,43,2011.0,5.0
0,66,17,12,6182,16,33,2009.0,2.0
0,34,17,11,2222,44,5,2012.0,3.0
0,34,17,11,3703,16,33,2023.0,4.0
0,45,17,11,651,16,8,2014.0,10.0
0,34,17,11,7421,16,33,2019.0,4.0
0,30,17,1,10807,32,1,2018.0,1.0
0,16,17,11,6476,44,33,2020.0,5.0
0,66,17,1,3348,16,33,2024.0,6.0
3,34,17,11,2972,44,5,2014.0,9.0
0,34,17,11,1294,44,5,2023.0,4.0
0,30,17,0,7419,32,1,2010.0,2.0
0,66,17,11,9575,16,8,2006.0,12.0
0,34,17,11,1905,16,33,2009.0,5.0
0,34,17,11,7337,57,33,2017.0,8.0
0,38,17,11,1665,44,8,2025.0,6.0
0,66,17,11,5971,16,33,2012.0,7.0
0,34,17,11,5817,44,5,2024.0,8.0
0,34,17,11,2730,44,5,2016.0,7.0
2,66,95,11,8164,36,5,2014.0,4.0
0,48,17,11,1705,44,8,2023.0,8.0
0,34,17,11,2259,44,5,2010.0,11.0
0,7,24,3,8413,32,43,2008.0,1.0
0,66,21,11,2626,16,33,2023.0,2.0
0,34,17,11,5692,36,5,2024.0,5.0
0,34,14,11,9396,16,33,2021.0,6.0
0,34,17,3,8347,32,43,2007.0,9.0
0,34,17,11,1907,16,33,2007.0,12.0
0,34,14,11,5733,16,5,2017.0,6.0
0,30,17,1,10775,32,1,2009.0,8.0
0,30,17,1,10269,32,1,2012.0,5.0
0,66,17,11,922,16,33,2019.0,4.0
0,34,17,11,525,44,5,2015.0,10.0
3,34,17,11,3013,44,5,2014.0,9.0
0,66,17,11,3243,16,33,2024.0,8.0
0,30,17,3,10104,16,1,2008.0,3.0
0,34,17,11,2238,44,5,2012.0,6.0
0,34,17,11,3743,44,33,2013.0,11.0
0,38,17,11,6022,16,8,2024.0,4.0
0,34,17,11,314,16,43,2014.0,2.0
0,34,17,11,2884,44,5,2016.0,12.0
0,34,17,11,5390,44,5,2024.0,3.0
0,37,17,11,6859,28,33,2025.0,4.0
0,66,17,11,11043,16,33,2010.0,6.0
0,30,17,1,9862,32,1,2006.0,12.0
0,7,17,11,8320,57,8,2016.0,6.0
0,34,17,11,10495,16,5,2012.0,11.0
0,34,14,11,9613,16,33,2018.0,3.0
0,30,24,3,10948,32,1,2012.0,10.0
0,45,17,11,8659,16,10,2014.0,8.0
0,34,17,11,478,44,5,2017.0,2.0
0,58,88,11,10285,16,8,2014.0,8.0
0,34,17,11,4839,16,33,2010.0,2.0
0,66,17,11,4327,16,33,2014.0,1.0
0,34,17,11,5566,44,5,2008.0,6.0
3,66,17,1,5171,16,33,2021.0,5.0
0,34,17,11,2743,44,5,2021.0,7.0
0,34,17,1,4869,44,5,2012.0,10.0
0,30,17,0,10876,32,1,2019.0,1.0
0,34,14,11,9599,16,43,2019.0,6.0
0,66,17,0,3552,44,33,2010.0,10.0
0,34,14,11,9624,57,33,2018.0,5.0
0,30,17,3,10907,32,1,2010.0,1.0
0,30,17,1,7893,32,1,2021.0,1.0
0,13,17,1,7496,32,43,2009.0,6.0
0,70,88,12,10952,32,43,2011.0,10.0
0,34,14,11,9609,16,33,2017.0,11.0
0,34,17,11,7170,16,33,2021.0,9.0
0,66,17,11,3853,44,8,2015.0,7.0
0,34,17,11,139,44,5,2019.0,8.0
0,34,14,1,9017,16,33,2015.0,9.0
0,34,17,11,2912,44,5,2016.0,4.0
0,52,17,11,312,16,33,2024.0,12.0
2,66,17,11,10376,44,33,2018.0,2.0
0,63,17,2,6320,16,8,2024.0,12.0
0,34,17,0,1332,16,5,2012.0,11.0
0,66,17,11,4711,16,33,2023.0,5.0
0,34,95,11,1711,23,5,2020.0,1.0
0,30,95,3,10943,16,1,2009.0,6.0
2,34,17,11,2921,44,5,2016.0,5.0
0,66,17,1,7778,16,0,2012.0,6.0
0,34,14,11,7301,44,33,2019.0,9.0
0,34,17,11,8218,16,33,2010.0,12.0
0,7,17,0,8196,44,8,2019.0,9.0
3,66,17,11,3283,57,33,2023.0,2.0
0,66,17,3,8132,44,33,2011.0,11.0
0,13,88,3,10207,32,43,2007.0,11.0
0,34,17,11,1120,16,19,2012.0,6.0
0,23,17,1,4557,44,8,2018.0,9.0
0,34,14,11,3988,44,8,2024.0,1.0
0,30,17,2,8430,32,1,2009.0,10.0
0,70,17,0,9247,57,33,2013.0,2.0
0,34,17,11,74,44,5,2019.0,12.0
0,34,17,11,2308,44,5,2010.0,9.0
0,34,17,1,5808,44,5,2024.0,12.0
0,23,17,11,4154,16,8,2023.0,11.0
0,34,17,1,158,44,5,2010.0,4.0
0,34,17,11,1849,16,33,2023.0,4.0
0,34,17,11,2954,44,5,2020.0,3.0
0,66,17,11,4747,16,33,2020.0,6.0
0,66,17,1,5008,16,33,2013.0,12.0
0,30,24,12,41,32,1,2008.0,5.0
0,23,17,7,1728,16,8,2019.0,6.0
2,34,17,11,10484,44,5,2018.0,7.0
0,34,88,12,8167,16,43,2007.0,11.0
0,30,88,13,7622,32,1,2005.0,6.0
3,34,17,11,3092,36,5,2014.0,1.0
0,34,14,11,9670,16,33,2017.0,11.0
0,34,17,11,3038,44,5,2013.0,9.0
0,66,17,11,6144,16,5,2010.0,8.0
0,30,17,0,10997,32,1,2025.0,10.0
0,66,17,11,4452,16,33,2015.0,6.0
0,7,14,0,5095,44,8,2015.0,7.0
0,34,17,11,5199,44,5,2008.0,2.0
3,34,95,11,2943,44,5,2014.0,4.0
0,34,17,11,8261,16,33,2023.0,11.0
3,7,95,0,11290,44,43,2015.0,11.0
0,45,17,1,8613,36,8,2018.0,6.0
0,66,17,11,4120,44,8,2016.0,7.0
0,34,17,3,263,16,33,2012.0,11.0
0,7,17,3,6936,32,43,2007.0,10.0
0,38,17,11,8522,16,8,2024.0,5.0
0,30,14,1,9516,32,1,2020.0,4.0
0,30,17,1,11309,57,1,2014.0,12.0
0,34,17,1,5951,44,5,2008.0,12.0
0,34,17,11,2481,16,33,2023.0,12.0
0,66,17,11,1276,16,5,2011.0,8.0
0,34,17,11,9602,16,43,2006.0,6.0
0,34,17,3,7719,23,33,2017.0,10.0
0,66,17,11,3465,44,8,2008.0,6.0
0,34,17,11,161,44,5,2020.0,5.0
0,66,17,11,4686,16,33,2008.0,5.0
0,66,21,11,4754,16,33,2023.0,3.0
0,34,17,12,8218,16,33,2010.0,8.0
0,66,17,12,11309,57,43,2018.0,10.0
0,45,17,11,11054,16,8,2015.0,4.0
0,66,17,11,943,16,33,2024.0,4.0
0,58,17,1,10302,16,43,2012.0,5.0
0,23,17,2,7255,16,8,2019.0,6.0
0,34,17,11,753,57,33,2022.0,11.0
0,66,17,11,11055,44,5,2008.0,1.0
3,66,17,11,11294,6,33,2017.0,9.0
0,23,17,11,4553,44,8,2019.0,2.0
3,52,17,11,2850,44,5,2025.0,2.0
0,34,17,1,531,44,5,2017.0,4.0
0,52,17,11,5238,44,5,2025.0,2.0
0,34,17,3,596,12,33,2019.0,10.0
0,7,17,0,10143,44,33,2011.0,11.0
0,34,17,11,5211,16,33,2023.0,10.0
0,45,17,11,8642,16,8,2018.0,12.0
0,34,17,11,3765,16,33,2023.0,5.0
0,30,17,1,11182,32,1,2009.0,5.0
0,34,17,11,2819,44,5,2016.0,1.0
0,30,17,1,10867,32,1,2025.0,7.0
0,66,17,11,1321,16,33,2021.0,1.0
0,45,17,1,8615,44,8,2017.0,9.0
3,34,17,11,667,36,33,2022.0,11.0
3,34,17,11,5756,44,5,2021.0,11.0
0,34,17,11,1199,44,5,2010.0,2.0
0,34,88,11,4979,16,43,2007.0,1.0
0,37,17,11,9327,32,33,2025.0,4.0
0,66,17,2,4852,44,43,2014.0,4.0
0,7,17,1,9756,44,43,2008.0,3.0
0,66,17,11,4801,16,43,2019.0,10.0
0,38,17,0,1715,16,8,2023.0,10.0
0,66,17,11,8123,16,5,2010.0,6.0
0,34,17,11,428,44,5,2015.0,7.0
0,52,17,11,4894,16,33,2025.0,4.0
0,34,17,11,4060,16,33,2023.0,7.0
0,66,17,11,5785,44,33,2013.0,10.0
0,34,17,11,364,44,43,2007.0,8.0
0,66,17,11,871,16,33,2013.0,10.0
0,23,17,0,4487,44,8,2021.0,2.0
0,30,17,1,9990,16,1,2005.0,12.0
3,66,17,11,6164,44,5,2015.0,5.0
0,70,17,11,7978,57,43,2016.0,8.0
0,16,17,11,6761,57,43,2017.0,10.0
0,34,17,11,480,44,5,2016.0,10.0
0,61,17,11,2604,16,19,2025.0,4.0
0,34,17,1,9468,16,33,2008.0,8.0
0,34,19,11,7090,16,33,2015.0,11.0
0,70,88,0,9978,25,27,2013.0,6.0
0,34,17,11,3093,44,5,2014.0,1.0
0,34,17,11,1854,16,33,2022.0,8.0
0,52,17,11,3454,16,33,2024.0,11.0
0,34,17,11,10428,16,5,2018.0,4.0
0,34,17,11,97,44,5,2015.0,11.0
0,66,17,11,3585,16,33,2012.0,11.0
0,66,17,11,4312,16,5,2010.0,5.0
0,34,17,11,3794,44,43,2006.0,5.0
0,30,17,1,10579,16,1,2007.0,4.0
0,66,17,11,5132,16,33,2017.0,1.0
0,7,17,0,7620,32,43,2011.0,9.0
0,45,17,2,9124,44,19,2018.0,9.0
0,34,17,11,9837,16,43,2007.0,1.0
0,66,17,11,4416,44,33,2015.0,12.0
0,66,17,1,1602,44,5,2007.0,7.0
0,66,17,11,246,36,5,2014.0,10.0
0,34,14,11,8980,16,33,2021.0,5.0
0,34,17,1,1426,44,5,2017.0,6.0
0,30,17,1,10877,32,43,2025.0,11.0
0,31,17,3,8292,16,8,2021.0,11.0
0,66,17,0,5921,16,33,2011.0,8.0
0,30,17,12,10916,32,1,2013.0,8.0
0,34,17,11,11208,16,33,2014.0,5.0
0,34,17,11,2220,44,5,2012.0,3.0
0,23,17,1,4527,16,8,2018.0,6.0
0,34,17,11,3083,57,5,2015.0,10.0
0,66,95,2,6184,16,33,2011.0,1.0
0,66,17,11,3400,44,8,2019.0,11.0
0,22,17,11,6050,16,33,2025.0,6.0
0,66,17,11,5280,44,5,2025.0,7.0
0,34,17,11,2954,44,5,2021.0,1.0
0,34,17,11,3800,44,43,2005.0,10.0
0,34,17,3,594,16,8,2009.0,1.0
0,34,17,1,8809,44,5,2010.0,3.0
0,66,17,11,1564,16,19,2010.0,12.0
0,16,17,11,6869,44,33,2020.0,5.0
0,34,17,11,2089,44,5,2013.0,5.0
0,34,17,11,2057,44,5,2013.0,6.0
0,17,17,11,5633,16,8,2021.0,1.0
0,66,17,11,3599,57,33,2013.0,5.0
0,34,17,11,4111,16,43,2018.0,7.0
0,30,24,12,26,32,1,2008.0,2.0
0,34,17,11,10441,16,5,2016.0,7.0
0,66,17,11,4304,16,33,2012.0,10.0
0,30,24,1,8734,32,1,2010.0,1.0
0,45,17,11,5431,36,10,2014.0,5.0
0,30,17,1,10044,16,1,2015.0,1.0
0,34,17,11,2010,44,5,2022.0,11.0
0,34,17,11,1415,44,5,2008.0,6.0
3,34,17,11,11258,16,33,2014.0,4.0
0,34,17,0,2228,44,5,2009.0,9.0
0,52,17,11,5803,44,5,2025.0,1.0
0,7,17,0,11118,32,43,2009.0,6.0
0,34,17,0,481,44,5,2016.0,10.0
0,66,17,1,3473,16,8,2009.0,8.0
0,34,17,11,601,16,33,2017.0,6.0
0,34,17,3,3036,44,5,2013.0,6.0
0,7,17,11,7925,16,19,2013.0,6.0
0,66,17,11,7781,16,0,2012.0,8.0
3,34,17,11,1880,16,33,2022.0,8.0
0,34,21,11,584,36,8,2023.0,1.0
0,34,17,12,2764,44,5,2007.0,6.0
0,34,17,11,9351,6,33,2016.0,8.0
0,7,17,11,6967,44,43,2007.0,5.0
0,34,17,11,3007,16,33,2022.0,8.0
0,7,21,11,4206,44,8,2023.0,3.0
0,34,17,11,5259,44,5,2007.0,2.0
0,66,17,11,3364,44,5,2018.0,5.0
0,34,17,11,8964,16,33,2010.0,6.0
3,66,17,11,6415,16,33,2014.0,7.0
0,34,17,11,2125,44,5,2013.0,12.0
0,30,17,0,10071,57,1,2016.0,7.0
0,34,17,11,2363,6,43,2014.0,1.0
3,70,17,11,7962,16,43,2020.0,8.0
0,7,17,3,8342,32,43,2008.0,6.0
0,34,14,11,9650,16,33,2021.0,5.0
0,66,17,11,412,44,33,2009.0,8.0
0,66,17,11,1232,16,33,2013.0,10.0
0,30,17,1,7790,32,1,2018.0,11.0
0,34,17,11,1758,44,5,2013.0,7.0
0,66,17,11,923,25,8,2008.0,8.0
0,30,17,3,9986,16,1,2005.0,4.0
0,30,17,0,7895,32,1,2008.0,3.0
0,66,17,11,3593,16,33,2009.0,10.0
0,34,17,1,5545,44,5,2012.0,8.0
0,34,17,11,367,44,5,2008.0,11.0
0,66,17,11,3897,16,33,2012.0,5.0
0,34,17,11,5196,44,5,2008.0,2.0
0,12,17,7,5611,25,10,2024.0,11.0
0,30,24,3,4625,32,1,2008.0,3.0
0,66,17,11,1541,36,33,2020.0,8.0
0,34,17,1,1423,44,5,2008.0,7.0
0,30,24,3,7386,32,1,2012.0,6.0
0,66,17,11,11225,16,0,2018.0,9.0
0,30,17,3,9928,32,1,2012.0,4.0
0,66,95,11,10636,57,33,2016.0,1.0
2,34,14,1,9627,16,33,2014.0,7.0
0,66,17,2,9295,44,8,2007.0,1.0
0,66,17,11,3223,44,8,2013.0,10.0
0,7,21,11,985,16,8,2023.0,1.0
0,30,24,0,7825,32,1,2020.0,12.0
0,52,17,11,5013,16,33,2024.0,12.0
0,34,17,11,2009,44,5,2013.0,1.0
0,34,17,11,2309,44,5,2010.0,9.0
0,34,17,11,2954,44,5,2020.0,3.0
2,66,17,11,4130,44,33,2014.0,3.0
2,34,17,11,2057,44,5,2013.0,5.0
0,66,21,11,2509,16,33,2023.0,2.0
0,66,17,11,4292,16,33,2012.0,2.0
0,34,17,11,2675,16,33,2023.0,6.0
3,52,17,11,2963,44,5,2025.0,6.0
0,66,17,11,1656,16,19,2019.0,5.0
0,34,17,11,4173,16,33,2019.0,1.0
0,66,17,11,5366,16,33,2011.0,10.0
0,34,17,11,3741,16,33,2011.0,3.0
0,30,17,1,10007,16,1,2007.0,8.0
0,66,17,11,1072,44,43,2014.0,6.0
0,38,17,11,5827,44,8,2024.0,10.0
0,34,17,11,4993,16,33,2010.0,4.0
0,7,17,1,9733,32,43,2006.0,7.0
0,66,17,11,4303,16,33,2007.0,6.0
2,34,17,11,2551,44,5,2015.0,4.0
0,34,17,11,1441,44,5,2022.0,7.0
0,4,17,11,8499,44,33,2019.0,1.0
0,34,17,11,2102,44,5,2011.0,6.0
0,34,17,11,8961,16,33,2011.0,9.0
0,52,17,11,1515,16,5,2026.0,1.0
0,34,17,11,203,44,5,2015.0,2.0
0,70,17,11,8761,16,33,2014.0,5.0
3,66,17,11,1318,36,5,2020.0,12.0
0,34,17,11,5544,16,33,2012.0,8.0
0,66,17,11,7654,16,33,2014.0,6.0
0,34,17,11,2012,44,5,2022.0,12.0
0,66,17,11,6676,44,33,2012.0,8.0
0,66,17,11,3998,16,33,2019.0,6.0
3,66,17,11,1043,16,43,2020.0,2.0
0,45,17,11,8651,16,10,2014.0,11.0
0,66,17,11,1222,16,33,2011.0,6.0
0,34,17,11,5462,44,5,2009.0,2.0
0,30,17,1,10832,32,1,2007.0,1.0
0,70,17,11,8005,16,33,2023.0,1.0
0,66,17,11,4353,44,33,2011.0,2.0
0,34,95,11,5691,44,5,2014.0,7.0
3,34,17,11,2574,16,33,2022.0,8.0
0,12,17,1,5605,6,10,2022.0,4.0
0,66,17,11,973,36,33,2014.0,8.0
0,34,17,11,8988,16,33,2013.0,3.0
0,34,17,11,9459,16,33,2011.0,12.0
0,34,17,11,3712,44,5,2013.0,4.0
0,34,17,11,2921,44,5,2013.0,9.0
0,66,17,11,3335,40,33,2017.0,11.0
0,66,17,11,3469,16,8,2006.0,10.0
0,34,17,11,4882,16,33,2011.0,4.0
3,34,17,11,2860,44,5,2014.0,5.0
0,66,17,11,3838,44,33,2022.0,12.0
0,34,17,11,2908,44,5,2013.0,10.0
0,34,17,11,1370,16,19,2022.0,5.0
0,30,17,0,7371,32,1,2008.0,8.0
0,66,14,0,6498,16,33,2018.0,6.0
0,30,88,3,10208,32,1,2007.0,11.0
0,23,17,0,4480,2,8,2024.0,10.0
0,7,17,11,6912,44,8,2019.0,9.0
0,66,17,11,4254,44,33,2014.0,11.0
0,30,47,13,8480,32,1,2019.0,4.0
0,30,24,1,11185,32,1,2008.0,1.0
